"REPORT_NUMBER","SUPPLEMENTAL_NUMBER","IYEAR","LOCAL_DATETIME","OPERATOR_ID","NAME","PIPE_FAC_NAME","ON_OFF_SHORE","ONSHORE_STATE_ABBREVIATION","ONSHORE_CITY_NAME","ONSHORE_COUNTY_NAME","LOCATION_LATITUDE","LOCATION_LONGITUDE","LOCATION_TYPE","INCIDENT_AREA_TYPE","INCIDENT_AREA_SUBTYPE","DEPTH_OF_COVER","SYSTEM_PART_INVOLVED","COULD_BE_HCA","COMMODITY_REACHED_HCA","CAUSE","CAUSE_DETAILS","COMMODITY_RELEASED_TYPE","COMMODITY_SUBTYPE","COMMODITY_DETAILS","UNINTENTIONAL_RELEASE_BBLS","INTENTIONAL_RELEASE_BBLS","RECOVERED_BBLS","PIPE_DIAMETER","PIPE_WALL_THICKNESS","PIPE_SMYS","PIPE_SPECIFICATION","INSTALLATION_YEAR","MATERIAL_INVOLVED","MATERIAL_DETAILS","RELEASE_TYPE","IGNITE_IND","EXPLODE_IND","SHUTDOWN_DUE_ACCIDENT_IND","SHUTDOWN_DATETIME","STILL_SHUTDOWN_IND","RESTART_DATETIME","NUM_PUB_EVACUATED","INJURY_IND","NUM_EMP_INJURIES","NUM_CONTR_INJURIES","NUM_ER_INJURIES","NUM_WORKER_INJURIES","NUM_GP_INJURIES","INJURE","FATALITY_IND","NUM_EMP_FATALITIES","NUM_CONTR_FATALITIES","NUM_ER_FATALITIES","NUM_WORKER_FATALITIES","NUM_GP_FATALITIES","FATAL","WILDLIFE_IMPACT_IND","FISH_AQUATIC_IMPACT_IND","BIRDS_IMPACT_IND","TERRESTRIAL_IMPACT_IND","SOIL_CONTAMINATION","LONG_TERM_ASSESSMENT","REMEDIATION_IND","SURFACE_WATER_REMED_IND","GROUNDWATER_REMED_IND","SOIL_REMED_IND","VEGETATION_REMED_IND","WILDLIFE_REMED_IND","WATER_CONTAM_IND","OCEAN_SEAWATER_IND","SURFACE_CONTAM_IND","GROUNDWATER_CONTAM_IND","DRINKING_WATER_CONTAM_IND","PRIVATE_WELL_CONTAM_IND","PUBLIC_WATER_CONTAM_IND","EST_COST_OPER_PAID","EST_COST_GAS_RELEASED","EST_COST_PROP_DAMAGE","EST_COST_EMERGENCY","EST_COST_ENVIRONMENTAL","EST_COST_OTHER","INCIDENT_IDENTIFIED_DATETIME","ON_SITE_DATETIME","shutdownDTTM","restartDTTM","incidentDTTM","onsiteDTTM","EVACUATION","standardized_shudownDTTM","standardized_restartDTTM","shutdown_duration","response_delay","TOTAL_COST"
20190349,32970,2019,"10/24/2019 10:51",31888,"CENTURION PIPELINE L.P.","CLAW STATION","ONSHORE","TX","SEAGRAVES","YOAKUM",32.992788,-102.60837,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",2,0,2,-1,"-1","-1","MISSING","2009","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","10/24/2019 10:51","NO","10/24/2019 12:50",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,120,0,1000,500,0,"10/24/2019 10:51","10/24/2019 11:05",1571885460,1571892600,1571885460,1571886300,"NO",1571885460,1571892600,1.98333333333333,0.233333333333333,1620
20190351,32976,2019,"10/23/2019 4:30",39145,"ENBRIDGE STORAGE (CUSHING) L.L.C.","CUSHING CENTRAL TERMINAL","ONSHORE","OK","CUSHING","PAYNE",35.94723,-96.75571,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","NO","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",3,0,3,-1,"-1","-1","MISSING","2016","CARBON STEEL","CARBON STEEL","LEAK","YES","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,152,1887,3240,500,0,"10/23/2019 4:30","10/23/2019 4:30",NA,NA,1571776200,1571776200,"NO",0,0,0,0,5779
20190333,33175,2019,"10/22/2019 18:30",39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC","CHOCTAW TERMINAL","ONSHORE","LA","PLAQUEMINE","IBERVILLE",30.318165,-91.309541,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","OTHER HVL","ETHYLENE",0.1,0,0,-1,"-1","-1","MISSING","UNKNOWN","CARBON STEEL","CARBON STEEL","OTHER","YES","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1,60,0,0,0,"10/22/2019 18:30","10/22/2019 18:30",NA,NA,1571740200,1571740200,"NO",0,0,0,0,61
20190344,33099,2019,"10/22/2019 7:25",18092,"SFPP, LP","COLTON NORTH","ONSHORE","CA","BLOOMINGTON","SAN BERNARDINO",34.063814,-117.362395,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",5.6,0,0.35,-1,"-1","-1","MISSING","1965","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","10/22/2019 7:25","NO","10/23/2019 2:10",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,527,20000,8000,36000,0,"10/22/2019 7:25","10/22/2019 9:30",1571700300,1571767800,1571700300,1571707800,"NO",1571700300,1571767800,18.75,2.08333333333333,64527
20190348,33285,2019,"10/22/2019 3:50",32109,"ONEOK NGL PIPELINE, LLC","MEDFORD STERLING 2 PUMP STATION","ONSHORE","OK","Not Within a Municipality","GRANT",36.77402,-97.75716,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",8,20,0,-1,"-1","-1","MISSING","2019","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","10/22/2019 4:22","NO","10/22/2019 12:56",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,134,6400,500,0,0,"10/22/2019 3:50","10/22/2019 3:50",1571689320,1571720160,1571687400,1571687400,"NO",1571689320,1571720160,8.56666666666667,0,7034
20190343,33278,2019,"10/19/2019 15:52",26134,"EXXONMOBIL OIL CORP - WEST COAST","KERN FRONT GATHERING","ONSHORE","CA","BAKERSFIELD","KERN",35.310816,-118.904629,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDER SOIL","30","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","CORROSION FAILURE","EXTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",2,0,2,6,"UNKNOWN","UNKNOWN","UNKNOWN","1934","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,1500,10000,80000,0,"10/19/2019 15:52","10/19/2019 15:52",NA,NA,1571471520,1571471520,"NO",0,0,0,0,91500
20190342,32952,2019,"10/19/2019 8:15",22610,"MAGELLAN PIPELINE COMPANY, LP","EAST HOUSTON","ONSHORE","TX","HOUSTON","HARRIS",29.790507,-95.278738,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","INCORRECT OPERATION","EQUIPMENT NOT INSTALLED PROPERLY","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",2,0,2,-1,"-1","-1","MISSING","2019","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,231,5000,5000,0,0,"10/19/2019 8:15","10/19/2019 8:30",NA,NA,1571444100,1571445000,"NO",0,0,0,0.25,10231
20190338,33101,2019,"10/18/2019 6:54",31454,"NUSTAR LOGISTICS, L.P.","16P WICHITA FALLS - MCKEE PIPELINE SYSTEM","ONSHORE","TX","Not Within a Municipality","WICHITA",33.91298,-98.43419,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","NO","NO","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",1.29,0,0.71,-1,"-1","-1","MISSING","2019","MATERIAL OTHER THAN CARBON STEEL","CARBON ROTATING SEAL FACE","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,69,1050,0,22550,0,"10/18/2019 6:54","10/18/2019 6:54",NA,NA,1571352840,1571352840,"NO",0,0,0,0,23669
20190337,33620,2019,"10/16/2019 9:30",22855,"FLINT HILLS RESOURCES, LC","INGLESIDE FACILITY","ONSHORE","TX","INGLESIDE","SAN PATRICIO",27.827039,-97.196603,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.24,0,0.24,-1,"-1","-1","MISSING","2018","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","10/16/2019 6:50","NO","10/17/2019 20:30",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,2019,9637,0,0,"10/16/2019 6:30","10/16/2019 6:30",1571179800,1571315400,1571178600,1571178600,"NO",1571179800,1571315400,37.6666666666667,0,11656
20190335,32908,2019,"10/12/19 7:55",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","WOODRIVER TERMINAL","ONSHORE","IL","HARTFORD","MADISON",38.8442,-90.0895,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",36,0,36,-1,"-1","-1","MISSING","1950","MATERIAL OTHER THAN CARBON STEEL","DUCTILE IRON","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,4536,16000,3000,24165,0,"10/12/19 7:55","10/12/19 7:55",NA,NA,1570838100,1570838100,"NO",0,0,0,0,47701
20190330,32893,2019,"10/9/19 9:40",31574,"WESTERN REFINING LOGISTICS, LP","PLACITAS STATION","ONSHORE","NM","PLACITAS VILLLAGE","SANDOVAL",35.3191,-106.4336,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","INCORRECT OPERATION","TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW","CRUDE OIL","CRUDE OIL","CRUDE OIL",1.9,0,0.7,-1,"-1","-1","MISSING","2007","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","YES","10/9/19 9:40","NO","10/9/19 17:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,2619,0,4185,602,0,"10/9/19 9:40","10/9/19 9:40",1570585200,1570611600,1570585200,1570585200,"NO",1570585200,1570611600,7.33333333333333,0,7406
20190334,33228,2019,"10/7/19 16:44",31454,"NUSTAR LOGISTICS, L.P.","45P OAKVILLE PIPELINE SYSTEM","ONSHORE","TX","Not Within a Municipality","NUECES",27.81748,-97.40699,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDER SOIL","60","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","CORROSION FAILURE","INTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",18.75,0,18.75,10,"0.365","52000","API 5L","2012","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1004,15000,6089,55308,4667,"10/7/19 16:44","10/7/19 16:44",NA,NA,1570437840,1570437840,"NO",0,0,0,0,82068
20190332,33076,2019,"10/5/19 19:15",30829,"ENTERPRISE CRUDE PIPELINE LLC","TANK 3907","ONSHORE","TX","HOUSTON","HARRIS COUNTY",29.61403,-95.18273,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.24,0,0.24,-1,"-1","-1","MISSING","2015","MATERIAL OTHER THAN CARBON STEEL","SILICON CARBIDE","LEAK","NO","NO","YES","10/5/19 19:20","NO","10/30/2019 14:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,20,10000,30000,0,0,"10/5/19 19:15","10/5/19 19:15",1570274400,1572415200,1570274100,1570274100,"NO",1570274400,1572415200,594.666666666667,0,40020
20190327,32975,2019,"10/2/19 14:00",31618,"ENTERPRISE PRODUCTS OPERATING LLC","BEAUMONT TERMINAL 2","ONSHORE","TX","BEAUMONT","JEFFERSON",30.009092,-94.060381,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","INCORRECT OPERATION","PIPELINE OR EQUIPMENT OVERPRESSURED","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",0.1,0,0.1,-1,"-1","-1","MISSING","2019","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","10/2/19 14:00","NO","10/6/19 7:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,118336,50,0,0,"10/2/19 14:00","10/2/19 14:00",1569996000,1570316400,1569996000,1569996000,"NO",1569996000,1570316400,89,0,118386
20190321,32860,2019,"10/2/19 2:30",39706,"SUNOCO PARTNERS MARKETING & TERMINALS LP","NEDERLAND TERMINAL","ONSHORE","TX","NEDERLAND","JEFFERSON",29.991667,-93.991388,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.45,0,0.45,-1,"-1","-1","MISSING","2015","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,30,20000,1500,500,0,"10/2/19 2:30","10/2/19 2:30",NA,NA,1569954600,1569954600,"NO",0,0,0,0,22030
20190324,32876,2019,"10/1/19 11:50",1845,"BUCKEYE PARTNERS, LP","MACUNGIE STATION","ONSHORE","PA","MACUNGIE","LEHIGH",40.519305,-75.534154,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","INCORRECT OPERATION","OTHER INCORRECT OPERATION","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",2,0,2,-1,"-1","-1","MISSING","UNKNOWN","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,0,3910,22865,0,"10/1/19 11:50","10/1/19 11:50",NA,NA,1569901800,1569901800,"NO",0,0,0,0,26775
20190329,32889,2019,"9/30/2019 19:30",300,"PLAINS PIPELINE, L.P.","JAL TANK FARM","ONSHORE","NM","JAL","LEA",32.080658,-103.17905,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",80,0,80,-1,"-1","-1","MISSING","2019","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,548,0,59656,0,0,"10/1/19 6:11","10/1/19 6:11",NA,NA,1569881460,1569881460,"NO",0,0,0,0,60204
20190326,33196,2019,"9/30/2019 9:00",39823,"TARGA DOWNSTREAM LLC","GRAND PRIX","ONSHORE","TX","CLEBURNE","JOHNSON",32.31582,-97.52846,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",1.7,0,0,-1,"-1","-1","MISSING","2019","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,50,420,0,0,0,"9/30/2019 9:00","9/30/2019 9:30",NA,NA,1569805200,1569807000,"NO",0,0,0,0.5,470
20190325,33004,2019,"9/27/2019 22:45",2552,"COLONIAL PIPELINE CO","BELTON JUNCTION","ONSHORE","SC","BELTON","ANDERSON",34.553079,-82.487872,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","INCORRECT OPERATION","TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",2.19,0,2.19,-1,"-1","-1","MISSING","1963","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,182,0,5000,0,0,"9/27/2019 22:45","9/27/2019 22:45",NA,NA,1569595500,1569595500,"NO",0,0,0,0,5182
20190322,33499,2019,"9/24/2019 15:45",22610,"MAGELLAN PIPELINE COMPANY, LP","BRISTOL RIDGE VALVE SITE","ONSHORE","WY","Not Within a Municipality","LARAMIE COUNTY",41.5229,-104.90965,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",0.12,0,0.12,-1,"-1","-1","MISSING","2007","MATERIAL OTHER THAN CARBON STEEL","STEEL FITTING","LEAK","NO","NO","YES","9/24/2019 18:34","NO","9/25/2019 15:08",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,50,500,1000,0,0,"9/24/2019 15:45","9/24/2019 15:45",1569321240,1569395280,1569311100,1569311100,"NO",1569321240,1569395280,20.5666666666667,0,1550
20190319,33205,2019,"9/23/2019 15:10",31957,"KINDER MORGAN WINK PIPELINE LLC","20 WINK PIPELINE","ONSHORE","TX","DELL CITY","HUDSPETH",31.73093,-105.21154,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDER SOIL","42","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","CORROSION FAILURE","EXTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",4.6,0,0,20,"0.25","52000","UNKNOWN","1955","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/23/2019 13:45","NO","9/24/2019 7:50",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",10801,286,29399,6334,192,0,"9/23/2019 13:42","9/23/2019 15:08",1569217500,1569282600,1569217320,1569222480,"NO",1569217500,1569282600,18.0833333333333,1.43333333333333,47012
20190320,32918,2019,"9/23/2019 12:30",31574,"WESTERN REFINING LOGISTICS, LP","STAR LAKE STATION","ONSHORE","NM","Not Within a Municipality","SANDOVAL",36.0441,-107.6142,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","INCORRECT OPERATION","TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.2,0,0.2,-1,"-1","-1","MISSING","2007","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,5,0,120,100,0,"9/23/2019 12:30","9/23/2019 12:30",NA,NA,1569213000,1569213000,"NO",0,0,0,0,225
